yearID,bbrefID,Player,Team,WAR
2024,duranja01,Jarren Duran,BOS,9.0
2024,ohtansh01,Shohei Ohtani,LAD,9.0
2024,hendegu01,Gunnar Henderson,BAL,8.8
2024,semiema01,Marcus Semien,TEX,4.5
2024,sotoju01,Juan Soto,NYY,8.0
2024,wittbo02,Bobby Witt Jr.,KCR,9.6
2024,judgeaa01,Aaron Judge,NYY,10.9
2024,guerrvl02,Vladimir Guerrero Jr.,TOR,6.0
2024,delacel01,Elly De La Cruz,CIN,5.2
2024,alonspe01,Pete Alonso,NYM,2.5
2024,tovarez01,Ezequiel Tovar,COL,3.6
2024,reynobr01,Bryan Reynolds,PIT,3.6
2024,schwaky01,Kyle Schwarber,PHI,3.3
2024,lindofr01,Francisco Lindor,NYM,6.8
2024,volpean01,Anthony Volpe,NYY,3.5
2024,adamewi01,Willy Adames,MIL,3.2
2024,ozunama01,Marcell Ozuna,ATL,4.3
2024,olsonma02,Matt Olson,ATL,3.9
2024,carroco02,Corbin Carroll,ARI,3.3
2024,altuvjo01,Jose Altuve,HOU,3.2
2024,ramirjo01,José Ramírez,CLE,6.8
2024,contrwi02,William Contreras,MIL,5.0
2024,arraelu01,Luis Arraez,2TM,1.1
2024,arraelu01,Luis Arraez,MIA,0.2
2024,arraelu01,Luis Arraez,SDP,0.9
2024,profaju01,Jurickson Profar,SDP,3.6
2024,santaan02,Anthony Santander,BAL,2.7
2024,torregl01,Gleyber Torres,NYY,1.9
2024,nimmobr01,Brandon Nimmo,NYM,2.2
2024,wardta01,Taylor Ward,LAA,2.3
2024,casteni01,Nick Castellanos,PHI,0.6
2024,happia01,Ian Happ,CHC,3.9
2024,croneja01,Jake Cronenworth,SDP,1.9
2024,steersp01,Spencer Steer,CIN,1.5
2024,goldspa01,Paul Goldschmidt,STL,1.4
2024,donovbr01,Brendan Donovan,STL,2.8
2024,hernate01,Teoscar Hernández,LAD,4.1
2024,perezsa02,Salvador Perez,KCR,2.8
