playerID,yearID,stint,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP
abadfe01,2021,1,BAL,AL,0,0,16,0,0,0,0,53,23,11,1.0,7,10,0.307,5.6,1.0,0.0,0.0,0.0,82.0,4.0,12,0.0,0.0,3.0
abadfe01,2023,1,COL,NL,1,0,6,0,0,0,0,19,11,3,2.0,3,2,0.379,4.26,0.0,0.0,0.0,0.0,32.0,2.0,3,0.0,0.0,2.0
abbotan01,2023,1,CIN,NL,8,6,21,21,0,0,0,328,100,47,16.0,44,120,0.244,3.87,0.0,1.0,1.0,1.0,459.0,0.0,47,0.0,5.0,6.0
abbotan01,2024,1,CIN,NL,10,10,25,25,0,0,0,414,127,57,25.0,52,114,0.24,3.72,1.0,5.0,2.0,0.0,586.0,0.0,60,1.0,2.0,6.0
abbotan01,2025,1,CIN,NL,10,7,29,29,1,1,0,499,148,53,19.0,43,149,0.235,2.87,0.0,4.0,3.0,0.0,684.0,0.0,60,3.0,4.0,10.0
abbotco01,2021,1,CHN,NL,0,0,7,1,0,0,0,52,20,13,7.0,11,12,0.286,6.75,0.0,2.0,0.0,0.0,82.0,2.0,15,1.0,0.0,0.0
abbotco01,2022,1,WAS,NL,0,5,16,9,0,0,0,144,44,28,12.0,25,45,0.239,5.25,0.0,2.0,5.0,0.0,216.0,7.0,30,0.0,2.0,0.0
abbotco01,2023,1,WAS,NL,1,2,22,0,0,0,0,118,48,29,9.0,19,40,0.306,6.64,0.0,4.0,4.0,1.0,183.0,10.0,29,0.0,3.0,5.0
abelmi01,2025,1,PHI,NL,2,2,6,6,0,0,0,75,25,14,7.0,9,21,0.255,5.04,0.0,2.0,1.0,0.0,108.0,0.0,14,0.0,0.0,1.0
abelmi01,2025,2,MIN,AL,1,2,4,2,0,0,0,42,18,13,1.0,7,18,0.305,8.36,0.0,0.0,0.0,0.0,66.0,1.0,14,0.0,0.0,2.0
abnerph01,2025,1,ARI,NL,0,0,5,0,0,0,0,11,5,2,0.0,3,5,0.333,4.91,0.0,0.0,0.0,0.0,18.0,0.0,2,0.0,0.0,1.0
abreual01,2020,1,NYA,AL,0,1,2,0,0,0,0,4,4,3,1.0,2,2,0.5,20.25,0.0,0.0,1.0,0.0,11.0,1.0,4,0.0,0.0,0.0
abreual01,2021,1,NYA,AL,2,0,28,0,0,0,1,110,27,21,8.0,19,35,0.206,5.15,1.0,3.0,3.0,1.0,156.0,14.0,21,0.0,3.0,3.0
abreual01,2022,1,TEX,AL,0,0,7,0,0,0,0,26,4,3,2.0,12,9,0.138,3.12,0.0,0.0,1.0,0.0,42.0,0.0,3,0.0,0.0,1.0
abreual01,2022,2,KCA,AL,0,0,4,0,0,0,0,13,6,2,1.0,4,3,0.353,4.15,0.0,1.0,1.0,0.0,22.0,3.0,2,0.0,0.0,2.0
abreual01,2022,3,NYA,AL,2,2,22,0,0,0,0,77,25,9,2.0,6,26,0.255,3.16,0.0,5.0,1.0,0.0,108.0,8.0,10,1.0,2.0,2.0
abreual01,2023,1,NYA,AL,2,2,45,0,0,0,0,177,52,31,9.0,35,61,0.231,4.73,1.0,5.0,6.0,0.0,268.0,19.0,39,0.0,1.0,4.0
abreubr01,2020,1,HOU,AL,0,0,4,0,0,0,0,10,1,1,0.0,7,3,0.091,2.7,0.0,0.0,2.0,0.0,20.0,1.0,2,0.0,0.0,0.0
abreubr01,2021,1,HOU,AL,3,3,31,0,0,0,1,108,35,23,4.0,18,36,0.254,5.75,0.0,4.0,3.0,0.0,161.0,3.0,26,0.0,2.0,4.0
abreubr01,2022,1,HOU,AL,4,0,55,0,0,0,2,181,45,13,2.0,26,88,0.207,1.94,0.0,7.0,4.0,0.0,248.0,18.0,16,0.0,1.0,6.0
abreubr01,2023,1,HOU,AL,3,2,72,0,0,0,5,216,44,14,6.0,31,100,0.177,1.75,0.0,1.0,3.0,0.0,287.0,16.0,17,2.0,3.0,6.0
abreubr01,2024,1,HOU,AL,3,3,78,0,0,0,1,235,59,27,9.0,32,103,0.207,3.1,0.0,4.0,6.0,1.0,325.0,3.0,27,1.0,1.0,5.0
abreubr01,2025,1,HOU,AL,3,4,70,0,0,0,7,213,51,18,4.0,31,105,0.196,2.28,0.0,4.0,4.0,0.0,296.0,19.0,18,0.0,1.0,1.0
acevedo01,2021,1,OAK,AL,0,0,10,0,0,0,0,33,9,4,3.0,4,9,0.225,3.27,0.0,0.0,0.0,0.0,44.0,7.0,4,0.0,0.0,0.0
acevedo01,2022,1,OAK,AL,4,4,70,0,0,0,4,203,50,25,9.0,17,58,0.206,3.33,4.0,1.0,3.0,1.0,266.0,12.0,26,2.0,1.0,7.0
acevedo01,2023,1,OAK,AL,0,0,9,0,0,0,0,28,16,11,2.0,2,7,0.381,10.61,1.0,1.0,1.0,0.0,47.0,1.0,11,0.0,2.0,0.0
actonga01,2023,1,OAK,AL,0,0,6,0,0,0,0,17,9,8,3.0,5,5,0.346,12.71,2.0,0.0,1.0,0.0,32.0,3.0,8,0.0,0.0,0.0
actonga01,2025,1,TBA,AL,0,0,1,0,0,0,0,3,0,0,0.0,2,0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0,0.0,0.0,0.0
adamja01,2020,1,CHN,NL,2,1,13,0,0,0,0,41,9,5,2.0,8,21,0.18,3.29,0.0,0.0,0.0,0.0,58.0,5.0,7,0.0,0.0,0.0
adamja01,2021,1,CHN,NL,1,0,12,0,0,0,0,32,10,7,1.0,6,19,0.244,5.91,0.0,0.0,3.0,0.0,50.0,4.0,7,0.0,0.0,0.0
adamja01,2022,1,TBA,AL,2,3,67,0,0,0,8,190,31,11,5.0,17,75,0.147,1.56,2.0,2.0,6.0,0.0,237.0,16.0,12,0.0,2.0,8.0
adamja01,2023,1,TBA,AL,4,2,56,0,0,0,12,163,35,18,7.0,20,69,0.181,2.98,0.0,2.0,9.0,0.0,222.0,22.0,21,0.0,0.0,4.0
adamja01,2024,1,TBA,AL,4,2,47,0,0,0,4,141,26,13,4.0,16,50,0.164,2.49,3.0,0.0,3.0,0.0,180.0,9.0,17,0.0,2.0,3.0
adamja01,2024,2,SDN,NL,3,0,27,0,0,0,0,80,14,3,1.0,7,31,0.152,1.01,1.0,2.0,3.0,1.0,102.0,1.0,3,0.0,0.0,2.0
adamja01,2025,1,SDN,NL,8,4,65,0,0,0,0,196,50,14,4.0,25,70,0.209,1.93,3.0,3.0,3.0,0.0,270.0,4.0,18,1.0,2.0,5.0
adamsau02,2020,1,SDN,NL,0,0,3,0,0,0,0,12,3,2,1.0,2,7,0.2,4.5,0.0,1.0,0.0,0.0,17.0,1.0,2,0.0,0.0,0.0
adamsau02,2021,1,SDN,NL,3,2,65,0,0,0,0,158,28,24,1.0,35,76,0.159,4.1,2.0,4.0,24.0,0.0,241.0,18.0,28,3.0,3.0,4.0
adamsau02,2022,1,SDN,NL,1,0,2,0,0,0,0,7,0,0,0.0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0,0.0,0.0,1.0
adamsau02,2023,1,ARI,NL,0,1,24,0,0,0,0,52,16,11,1.0,8,22,0.235,5.71,0.0,2.0,5.0,0.0,81.0,1.0,12,0.0,0.0,0.0
adamsau02,2024,1,OAK,AL,1,2,56,0,0,0,0,124,38,18,4.0,23,53,0.25,3.92,2.0,6.0,13.0,0.0,191.0,6.0,20,1.0,2.0,3.0
adamsch01,2020,1,KCA,AL,0,0,6,0,0,0,0,26,15,9,1.0,0,6,0.375,9.35,0.0,2.0,0.0,0.0,40.0,1.0,9,0.0,0.0,0.0
adamstr01,2025,1,MIN,AL,1,4,18,2,0,0,0,101,39,28,6.0,17,31,0.293,7.49,0.0,5.0,3.0,0.0,158.0,3.0,29,0.0,5.0,0.0
adcocty01,2023,1,SEA,AL,0,0,12,0,0,0,0,47,11,6,4.0,0,11,0.19,3.45,0.0,0.0,0.0,0.0,58.0,4.0,7,0.0,0.0,1.0
adcocty01,2024,1,NYN,NL,0,0,3,0,0,0,0,13,7,7,4.0,2,3,0.368,14.54,0.0,0.0,0.0,0.0,21.0,1.0,7,0.0,0.0,1.0
adcocty01,2025,1,NYN,NL,0,0,3,0,0,0,0,9,2,1,1.0,2,5,0.167,3.0,0.0,0.0,0.0,0.0,14.0,1.0,1,0.0,0.0,0.0
adonjo01,2021,1,WAS,NL,0,0,1,1,0,0,0,16,6,2,1.0,3,9,0.3,3.38,0.0,1.0,1.0,0.0,24.0,0.0,2,0.0,0.0,1.0
adonjo01,2022,1,WAS,NL,1,12,14,14,0,0,0,194,76,51,8.0,39,55,0.29,7.1,1.0,7.0,6.0,0.0,310.0,0.0,53,1.0,2.0,5.0
adonjo01,2023,1,WAS,NL,2,4,12,10,0,0,0,155,60,37,8.0,24,48,0.284,6.45,3.0,6.0,3.0,0.0,240.0,2.0,37,1.0,1.0,3.0
adonjo01,2024,1,WAS,NL,0,0,8,1,0,0,0,32,12,8,2.0,4,6,0.293,6.75,0.0,0.0,1.0,0.0,48.0,5.0,8,1.0,1.0,1.0
adriaeh01,2020,1,MIN,AL,0,0,1,0,0,0,0,3,1,1,1.0,0,0,0.25,9.0,0.0,0.0,1.0,0.0,5.0,1.0,1,0.0,0.0,0.0
adriaeh01,2022,1,WAS,NL,0,0,1,0,0,0,0,3,0,0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0,0.0,0.0,0.0
agnosza01,2025,1,COL,NL,1,3,30,0,0,0,4,94,31,23,5.0,17,19,0.261,6.61,0.0,2.0,0.0,0.0,138.0,14.0,25,1.0,1.0,2.0
aguiaju01,2024,1,CIN,NL,2,1,7,7,0,0,0,95,30,22,8.0,12,19,0.244,6.25,1.0,1.0,5.0,0.0,140.0,0.0,22,0.0,0.0,4.0
aguilmi01,2021,1,ARI,NL,1,1,9,0,0,0,0,21,6,5,0.0,4,3,0.25,6.43,1.0,0.0,0.0,0.0,29.0,2.0,6,1.0,0.0,1.0
akinke01,2020,1,BAL,AL,1,2,8,6,0,0,0,77,27,13,3.0,10,35,0.262,4.56,0.0,0.0,1.0,1.0,116.0,0.0,17,0.0,2.0,0.0
akinke01,2021,1,BAL,AL,2,10,24,17,0,0,0,285,110,70,17.0,40,82,0.29,6.63,1.0,5.0,2.0,1.0,427.0,1.0,70,1.0,5.0,7.0
akinke01,2022,1,BAL,AL,3,3,45,1,0,0,2,245,69,29,10.0,20,77,0.227,3.2,0.0,1.0,1.0,0.0,329.0,10.0,35,1.0,2.0,8.0
akinke01,2023,1,BAL,AL,2,2,24,1,0,0,0,71,35,18,2.0,7,27,0.337,6.85,2.0,2.0,0.0,0.0,112.0,7.0,22,0.0,1.0,1.0
akinke01,2024,1,BAL,AL,3,1,66,0,0,0,1,236,55,29,9.0,19,97,0.193,3.32,1.0,4.0,2.0,0.0,313.0,21.0,31,2.0,5.0,2.0
akinke01,2025,1,BAL,AL,5,4,64,3,0,0,8,190,54,24,10.0,33,59,0.233,3.41,2.0,2.0,1.0,0.0,268.0,18.0,28,0.0,2.0,5.0
alanirj01,2021,1,CIN,NL,0,0,3,0,0,0,0,8,1,1,1.0,3,3,0.111,3.38,0.0,0.0,1.0,0.0,13.0,0.0,1,0.0,0.0,0.0
alberan01,2021,1,MIN,AL,1,2,5,3,0,0,0,57,24,16,9.0,9,12,0.304,7.58,1.0,0.0,1.0,1.0,89.0,2.0,16,0.0,0.0,1.0
alberha01,2021,1,KCA,AL,0,0,1,0,0,0,0,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0
alberha01,2022,1,LAN,NL,0,0,10,0,0,0,0,33,10,5,2.0,3,1,0.238,4.09,0.0,0.0,1.0,0.0,47.0,10.0,5,0.0,1.0,0.0
alberha01,2023,1,CHA,AL,0,0,2,0,0,0,0,5,6,4,1.0,1,1,0.545,21.6,0.0,0.0,0.0,0.0,12.0,2.0,4,0.0,0.0,0.0
alcaljo01,2020,1,MIN,AL,2,1,16,0,0,0,0,72,21,7,3.0,8,27,0.244,2.63,0.0,1.0,0.0,0.0,94.0,8.0,8,0.0,0.0,2.0
alcaljo01,2021,1,MIN,AL,3,6,59,0,0,0,1,179,45,26,10.0,13,61,0.214,3.92,1.0,1.0,2.0,1.0,229.0,15.0,29,1.0,3.0,8.0
alcaljo01,2022,1,MIN,AL,0,0,2,0,0,0,0,7,2,0,0.0,2,2,0.25,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0,0.0,0.0,1.0
alcaljo01,2023,1,MIN,AL,0,1,11,0,0,0,0,52,14,12,5.0,10,16,0.222,6.23,0.0,0.0,1.0,0.0,75.0,3.0,13,0.0,1.0,2.0
alcaljo01,2024,1,MIN,AL,4,3,54,0,0,0,0,175,40,21,8.0,20,58,0.19,3.24,1.0,4.0,3.0,0.0,235.0,5.0,23,0.0,1.0,1.0
alcaljo01,2025,1,MIN,AL,0,2,22,0,0,0,0,73,29,24,5.0,15,28,0.302,8.88,0.0,3.0,1.0,0.0,114.0,8.0,25,0.0,2.0,2.0
alcaljo01,2025,2,BOS,AL,0,0,19,0,0,0,0,49,19,6,4.0,8,18,0.288,3.31,0.0,3.0,0.0,1.0,76.0,7.0,11,0.0,2.0,0.0
alcaljo01,2025,3,SLN,NL,0,0,15,0,0,0,0,43,18,8,4.0,7,15,0.305,5.02,1.0,0.0,0.0,1.0,67.0,5.0,8,1.0,0.0,1.0
alcansa01,2020,1,MIA,NL,3,2,7,7,0,0,0,126,35,14,4.0,15,39,0.226,3.0,0.0,1.0,1.0,1.0,172.0,0.0,22,1.0,0.0,6.0
alcansa01,2021,1,MIA,NL,9,15,33,33,1,0,0,617,171,73,21.0,50,201,0.223,3.19,2.0,6.0,10.0,1.0,837.0,0.0,85,6.0,3.0,17.0
alcansa01,2022,1,MIA,NL,14,9,32,32,6,1,0,686,174,58,16.0,50,207,0.212,2.28,1.0,3.0,9.0,0.0,886.0,0.0,67,1.0,6.0,21.0
alcansa01,2023,1,MIA,NL,7,12,28,28,3,1,0,554,176,85,22.0,48,151,0.251,4.14,0.0,4.0,5.0,1.0,762.0,0.0,91,2.0,6.0,18.0
alcansa01,2025,1,MIA,NL,11,12,31,31,0,0,0,524,165,104,22.0,57,142,0.246,5.36,0.0,8.0,9.0,2.0,745.0,0.0,107,0.0,9.0,9.0
alcanse01,2021,1,CHN,NL,0,0,1,0,0,0,0,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0
aldegsa01,2024,1,LAA,AL,1,2,3,3,0,0,0,39,15,7,2.0,10,10,0.283,4.85,0.0,2.0,2.0,0.0,67.0,0.0,12,0.0,2.0,0.0
aldegsa01,2025,1,LAA,AL,0,2,4,2,0,0,0,41,20,12,3.0,10,12,0.345,7.9,0.0,1.0,4.0,0.0,73.0,0.0,14,0.0,1.0,2.0
alexaja01,2022,1,MIL,NL,2,3,18,11,0,0,0,215,88,43,12.0,28,46,0.312,5.4,0.0,1.0,4.0,0.0,321.0,3.0,47,0.0,7.0,10.0
alexaja01,2025,1,ATH,AL,0,0,4,0,0,0,0,18,12,12,3.0,5,5,0.4,18.0,0.0,0.0,0.0,0.0,35.0,3.0,13,0.0,0.0,1.0
alexaja01,2025,2,HOU,AL,4,2,14,13,0,0,1,214,68,29,12.0,21,60,0.247,3.66,0.0,1.0,3.0,0.0,301.0,1.0,32,0.0,2.0,5.0
alexasc01,2020,1,LAN,NL,2,0,13,0,0,0,0,37,9,4,2.0,9,9,0.214,2.92,1.0,0.0,0.0,0.0,52.0,1.0,6,1.0,0.0,4.0
alexasc01,2021,1,LAN,NL,0,2,18,0,0,0,0,46,15,5,2.0,4,8,0.242,2.93,1.0,1.0,1.0,0.0,67.0,6.0,6,0.0,0.0,1.0
alexasc01,2022,1,SFN,NL,0,0,17,4,0,0,2,52,12,2,1.0,1,10,0.194,1.04,0.0,0.0,0.0,0.0,63.0,3.0,2,0.0,0.0,2.0
alexasc01,2023,1,SFN,NL,7,3,55,8,0,0,1,145,55,25,2.0,11,31,0.282,4.66,3.0,7.0,1.0,0.0,208.0,11.0,30,1.0,0.0,5.0
alexasc01,2024,1,OAK,AL,1,3,45,0,0,0,0,116,31,11,3.0,15,31,0.223,2.56,7.0,2.0,2.0,0.0,160.0,9.0,14,2.0,2.0,4.0
alexasc01,2025,1,COL,NL,1,1,19,0,0,0,0,49,20,11,4.0,7,6,0.313,6.06,0.0,0.0,1.0,0.0,72.0,4.0,11,0.0,0.0,4.0
alexasc01,2025,2,SFN,NL,0,0,2,0,0,0,0,4,3,1,1.0,2,2,0.429,6.75,0.0,0.0,0.0,0.0,9.0,0.0,1,0.0,0.0,0.0
alexaty01,2020,1,DET,AL,2,3,14,2,0,0,0,109,39,16,8.0,9,34,0.283,3.96,0.0,0.0,4.0,0.0,152.0,0.0,16,0.0,1.0,4.0
alexaty01,2021,1,DET,AL,2,4,41,15,0,0,0,319,106,45,16.0,28,87,0.255,3.81,0.0,2.0,4.0,0.0,451.0,7.0,47,0.0,4.0,9.0
alexaty01,2022,1,DET,AL,4,11,27,17,0,0,0,303,108,54,18.0,25,61,0.275,4.81,1.0,0.0,1.0,0.0,427.0,1.0,58,2.0,6.0,9.0
alexaty01,2023,1,DET,AL,2,1,25,1,0,0,0,132,44,22,8.0,5,44,0.256,4.5,0.0,0.0,2.0,0.0,181.0,8.0,25,0.0,1.0,6.0
alexaty01,2024,1,TBA,AL,6,5,23,9,0,0,0,323,110,61,23.0,24,90,0.263,5.1,1.0,0.0,5.0,0.0,455.0,1.0,61,2.0,5.0,5.0
alexaty01,2025,1,MIL,NL,3,5,21,4,0,0,1,109,42,25,3.0,12,30,0.282,6.19,0.0,0.0,1.0,1.0,164.0,7.0,31,1.0,1.0,2.0
alexaty01,2025,2,CHA,AL,2,9,31,1,0,0,0,184,65,29,6.0,18,52,0.273,4.26,5.0,1.0,1.0,1.0,259.0,5.0,31,1.0,1.0,6.0
alexyaj01,2021,1,TEX,AL,3,1,5,4,0,0,0,69,13,12,4.0,17,17,0.167,4.7,0.0,0.0,1.0,0.0,97.0,0.0,12,0.0,1.0,1.0
alexyaj01,2022,1,TEX,AL,1,1,4,0,0,0,0,21,10,9,1.0,9,6,0.345,11.57,0.0,1.0,0.0,0.0,38.0,0.0,9,0.0,0.0,2.0
allarko01,2020,1,TEX,AL,0,6,11,8,0,0,0,101,31,29,4.0,20,32,0.238,7.75,0.0,1.0,1.0,0.0,152.0,2.0,29,0.0,1.0,1.0
allarko01,2021,1,TEX,AL,3,12,32,17,0,0,0,374,128,75,29.0,31,104,0.258,5.41,0.0,4.0,4.0,0.0,534.0,3.0,80,0.0,3.0,8.0
allarko01,2022,1,TEX,AL,1,2,10,0,0,0,1,63,21,17,9.0,6,19,0.263,7.29,1.0,0.0,1.0,0.0,87.0,4.0,17,0.0,0.0,2.0
allarko01,2023,1,ATL,NL,0,1,4,3,0,0,0,37,16,9,2.0,4,13,0.308,6.57,0.0,1.0,0.0,0.0,56.0,1.0,9,0.0,0.0,1.0
allarko01,2024,1,PHI,NL,2,0,7,4,0,0,0,81,34,15,5.0,8,23,0.312,5.0,0.0,0.0,0.0,0.0,117.0,0.0,15,0.0,0.0,4.0
allarko01,2025,1,CLE,AL,2,2,33,2,0,0,0,195,64,19,5.0,14,42,0.261,2.63,3.0,0.0,1.0,0.0,266.0,16.0,22,3.0,3.0,5.0
alldrca01,2022,1,PIT,NL,0,0,1,0,0,0,0,3,1,0,0.0,0,1,0.25,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,0.0,0.0,0.0
allenlo01,2020,1,CLE,AL,0,0,3,0,0,0,0,32,12,4,1.0,7,7,0.293,3.38,0.0,1.0,1.0,0.0,49.0,2.0,4,0.0,0.0,3.0
allenlo01,2021,1,CLE,AL,2,7,14,11,0,0,0,151,58,35,12.0,17,37,0.291,6.26,0.0,4.0,4.0,0.0,222.0,1.0,39,0.0,2.0,9.0
allenlo01,2022,1,CLE,AL,1,0,4,0,0,0,0,18,9,3,0.0,3,6,0.346,4.5,0.0,0.0,1.0,0.0,30.0,0.0,3,0.0,0.0,1.0
allenlo01,2022,2,BAL,AL,0,0,3,0,0,0,0,5,3,2,0.0,2,1,0.375,10.8,0.0,0.0,0.0,0.0,10.0,0.0,2,0.0,0.0,0.0
allenlo01,2024,1,ARI,NL,0,1,12,0,0,0,1,84,32,17,3.0,10,21,0.281,5.46,0.0,0.0,2.0,0.0,128.0,4.0,17,0.0,2.0,0.0
allenlo02,2023,1,CLE,AL,7,8,24,24,0,0,0,376,127,53,16.0,48,119,0.263,3.81,0.0,1.0,1.0,0.0,537.0,0.0,55,2.0,2.0,11.0
allenlo02,2024,1,CLE,AL,8,5,20,20,0,0,0,292,113,62,22.0,41,79,0.295,5.73,0.0,4.0,4.0,0.0,432.0,0.0,63,1.0,3.0,14.0
allenlo02,2025,1,CLE,AL,8,11,30,29,0,0,0,470,157,74,18.0,62,122,0.261,4.25,1.0,4.0,6.0,0.0,676.0,0.0,84,2.0,5.0,15.0
allgeni01,2021,1,TOR,AL,0,0,1,0,0,0,0,3,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0,0.0,0.0,0.0
almonye01,2020,1,COL,NL,3,0,24,0,0,0,1,83,25,9,2.0,6,23,0.243,2.93,0.0,0.0,3.0,0.0,113.0,4.0,13,0.0,1.0,4.0
almonye01,2021,1,COL,NL,1,3,48,0,0,0,0,143,47,40,9.0,29,47,0.26,7.55,1.0,3.0,4.0,0.0,217.0,15.0,42,0.0,3.0,4.0
almonye01,2022,1,LAN,NL,0,0,33,0,0,0,1,106,18,4,2.0,10,33,0.15,1.02,1.0,0.0,4.0,0.0,135.0,3.0,4,0.0,1.0,4.0
almonye01,2023,1,LAN,NL,3,2,49,0,0,0,0,144,43,27,6.0,24,49,0.239,5.06,2.0,3.0,4.0,0.0,208.0,5.0,30,0.0,0.0,7.0
almonye01,2024,1,CHN,NL,1,0,17,0,0,0,1,47,9,6,1.0,8,20,0.161,3.45,1.0,1.0,2.0,0.0,67.0,2.0,7,0.0,1.0,0.0
almoral01,2021,1,NYN,NL,0,0,1,0,0,0,0,3,1,3,1.0,1,0,0.25,27.0,0.0,0.0,1.0,0.0,6.0,1.0,3,0.0,0.0,0.0
altavda01,2020,1,SEA,AL,1,2,13,0,0,0,1,35,12,10,3.0,7,14,0.255,7.71,0.0,0.0,0.0,0.0,54.0,5.0,11,0.0,0.0,0.0
altavda01,2020,2,SDN,NL,1,1,9,0,0,0,0,26,6,3,0.0,5,10,0.2,3.12,0.0,2.0,0.0,0.0,35.0,2.0,3,0.0,0.0,2.0
altavda01,2021,1,SDN,NL,0,0,2,0,0,0,0,4,1,1,1.0,0,2,0.2,6.75,0.0,0.0,0.0,0.0,5.0,1.0,1,0.0,0.0,0.0
altavda01,2024,1,KCA,AL,0,1,5,1,0,0,0,11,5,6,1.0,3,5,0.294,14.73,0.0,0.0,1.0,0.0,21.0,0.0,6,0.0,0.0,0.0
altavda01,2025,1,CHA,AL,0,1,28,0,0,0,2,87,19,8,4.0,15,21,0.19,2.48,0.0,1.0,4.0,0.0,120.0,13.0,9,1.0,0.0,2.0
alvaran01,2025,1,WAS,NL,1,1,5,5,0,0,0,70,16,6,1.0,10,20,0.184,2.31,0.0,2.0,1.0,0.0,98.0,0.0,8,0.0,0.0,2.0
alvared01,2024,1,NYN,NL,0,0,1,0,0,0,0,3,1,0,0.0,0,1,0.25,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0,0.0,0.0,0.0
alvarel01,2025,1,ATH,AL,1,1,37,0,0,0,0,127,34,15,6.0,22,50,0.214,3.19,1.0,2.0,2.0,0.0,183.0,13.0,17,0.0,0.0,1.0
alvarjo02,2020,1,PHI,NL,0,0,8,0,0,0,0,19,7,1,0.0,3,6,0.292,1.42,0.0,0.0,0.0,0.0,27.0,1.0,1,0.0,0.0,0.0
alvarjo02,2021,1,SFN,NL,5,2,67,1,0,0,0,194,53,17,2.0,19,42,0.217,2.37,1.0,1.0,0.0,0.0,266.0,12.0,23,1.0,1.0,3.0
alvarjo02,2022,1,SFN,NL,2,1,21,0,0,0,1,46,17,9,3.0,9,15,0.27,5.28,1.0,1.0,2.0,0.0,76.0,6.0,10,1.0,0.0,1.0
alvarjo03,2020,1,TBA,AL,0,0,9,0,0,0,0,27,9,6,2.0,6,13,0.25,6.0,0.0,3.0,2.0,0.0,45.0,3.0,7,0.0,1.0,1.0
alvarjo03,2021,1,PHI,NL,7,1,64,0,0,0,5,167,42,26,5.0,47,68,0.213,4.2,5.0,9.0,7.0,1.0,251.0,10.0,30,0.0,0.0,9.0
alvarjo03,2022,1,PHI,NL,4,2,59,0,0,0,2,153,38,18,2.0,24,81,0.203,3.18,4.0,5.0,1.0,0.0,214.0,8.0,21,1.0,1.0,4.0
alvarjo03,2023,1,PHI,NL,0,2,42,0,0,0,10,124,30,8,3.0,18,64,0.196,1.74,1.0,3.0,0.0,0.0,172.0,12.0,15,1.0,0.0,1.0
alvarjo03,2024,1,PHI,NL,2,5,66,0,0,0,13,185,49,28,6.0,28,63,0.215,4.09,1.0,4.0,1.0,0.0,258.0,21.0,30,0.0,1.0,5.0
alvarjo03,2025,1,PHI,NL,4,2,28,0,0,0,7,78,27,11,4.0,7,32,0.262,3.81,0.0,3.0,1.0,0.0,114.0,10.0,12,2.0,1.0,0.0
alvarrj01,2022,1,NYN,NL,0,1,1,0,0,0,0,7,4,3,2.0,3,2,0.4,11.57,0.0,0.0,0.0,0.0,13.0,0.0,3,0.0,0.0,0.0
alzolad01,2020,1,CHN,NL,1,1,6,4,0,0,0,64,12,7,1.0,13,29,0.169,2.95,0.0,1.0,1.0,0.0,87.0,0.0,8,0.0,2.0,2.0
alzolad01,2021,1,CHN,NL,5,13,29,21,0,0,1,377,112,64,25.0,34,128,0.236,4.58,2.0,2.0,5.0,3.0,519.0,1.0,66,5.0,1.0,7.0
alzolad01,2022,1,CHN,NL,2,1,6,0,0,0,0,40,9,5,1.0,2,19,0.184,3.38,0.0,0.0,1.0,0.0,52.0,1.0,5,0.0,0.0,0.0
alzolad01,2023,1,CHN,NL,2,5,58,0,0,0,22,192,52,19,5.0,13,67,0.225,2.67,0.0,0.0,5.0,2.0,253.0,38.0,23,1.0,3.0,8.0
alzolad01,2024,1,CHN,NL,1,4,18,0,0,0,4,52,19,9,6.0,6,13,0.279,4.67,0.0,0.0,1.0,0.0,75.0,11.0,13,0.0,0.0,1.0
amayaja01,2025,1,CHA,AL,0,0,1,0,0,0,0,3,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0,0.0,1.0,0.0
anderbr04,2020,1,MIL,NL,4,4,10,10,0,0,0,141,50,22,6.0,10,32,0.27,4.21,0.0,0.0,4.0,0.0,202.0,0.0,24,0.0,3.0,5.0
anderbr04,2021,1,MIL,NL,4,9,24,24,0,0,0,288,102,45,11.0,28,58,0.276,4.22,0.0,0.0,2.0,2.0,409.0,0.0,52,5.0,5.0,14.0
anderch01,2020,1,TOR,AL,1,2,10,7,0,0,0,101,45,27,11.0,10,38,0.315,7.22,0.0,1.0,1.0,0.0,154.0,0.0,29,0.0,0.0,2.0
anderch01,2021,1,PHI,NL,2,4,14,9,0,0,0,144,51,36,10.0,20,35,0.268,6.75,1.0,0.0,3.0,0.0,215.0,2.0,36,1.0,1.0,2.0
anderch01,2022,1,CIN,NL,2,4,9,7,0,0,0,72,17,17,3.0,15,23,0.205,6.38,0.0,0.0,3.0,0.0,103.0,1.0,18,0.0,2.0,1.0
