playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,WAR
abbotco01,2021,1,CHN,NL,8,3,0,1,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
abramcj01,2022,1,SDN,NL,46,125,16,29,5,0,2,11.0,1.0,2.0,4,27.0,0.0,6.0,2.0,2.0,4.0,0.1
abramcj01,2022,2,WAS,NL,44,159,17,41,7,2,0,10.0,6.0,2.0,1,23.0,0.0,3.0,0.0,0.0,1.0,0.0
abramcj01,2023,1,WAS,NL,151,563,83,138,28,6,18,64.0,47.0,4.0,32,118.0,2.0,13.0,3.0,3.0,7.0,3.5
abramcj01,2024,1,WAS,NL,138,541,79,133,29,6,20,65.0,31.0,12.0,40,128.0,3.0,16.0,1.0,4.0,4.0,3.3
abramcj01,2025,1,WAS,NL,144,580,92,149,35,5,19,60.0,31.0,3.0,37,125.0,1.0,14.0,1.0,3.0,5.0,3.4
abreujo02,2020,1,CHA,AL,60,240,43,76,15,0,19,60.0,0.0,0.0,18,59.0,1.0,3.0,0.0,1.0,10.0,2.7
abreujo02,2021,1,CHA,AL,152,566,86,148,30,2,30,117.0,1.0,0.0,61,143.0,3.0,22.0,0.0,10.0,28.0,3.0
abreujo02,2022,1,CHA,AL,157,601,85,183,40,0,15,75.0,0.0,0.0,62,110.0,2.0,12.0,0.0,4.0,19.0,4.3
abreujo02,2023,1,HOU,AL,141,540,62,128,23,1,18,90.0,0.0,1.0,42,130.0,1.0,6.0,0.0,6.0,16.0,-0.1
abreujo02,2024,1,HOU,AL,35,113,10,14,2,0,2,7.0,0.0,0.0,4,28.0,0.0,2.0,0.0,1.0,4.0,-1.7
abreuwi02,2023,1,BOS,AL,28,76,10,24,6,0,2,14.0,3.0,1.0,9,23.0,0.0,0.0,0.0,0.0,0.0,0.7
abreuwi02,2024,1,BOS,AL,132,399,59,101,33,2,15,58.0,8.0,3.0,40,125.0,0.0,3.0,0.0,5.0,7.0,3.6
abreuwi02,2025,1,BOS,AL,115,373,53,92,17,0,22,69.0,6.0,3.0,40,101.0,5.0,0.0,1.0,3.0,8.0,3.2
acostma02,2025,1,MIA,NL,19,54,7,11,1,0,3,5.0,1.0,2.0,6,17.0,0.0,1.0,0.0,0.0,0.0,0.0
acunalu01,2024,1,NYN,NL,14,39,6,12,2,1,3,6.0,0.0,1.0,1,6.0,0.0,0.0,0.0,0.0,1.0,0.5
acunalu01,2025,1,NYN,NL,95,175,30,41,7,0,0,8.0,16.0,1.0,13,37.0,0.0,2.0,2.0,1.0,6.0,0.6
acunaro01,2020,1,ATL,NL,46,160,46,40,11,0,14,29.0,8.0,1.0,38,60.0,2.0,4.0,0.0,0.0,3.0,2.4
acunaro01,2021,1,ATL,NL,82,297,72,84,19,1,24,52.0,17.0,6.0,49,85.0,2.0,9.0,0.0,5.0,0.0,3.5
acunaro01,2022,1,ATL,NL,119,467,71,124,24,0,15,50.0,29.0,11.0,53,126.0,4.0,10.0,0.0,3.0,8.0,2.3
acunaro01,2023,1,ATL,NL,158,643,149,217,35,4,41,106.0,73.0,14.0,80,84.0,3.0,9.0,0.0,3.0,15.0,8.4
acunaro01,2024,1,ATL,NL,49,192,38,48,8,1,4,15.0,16.0,3.0,27,53.0,0.0,3.0,0.0,0.0,4.0,0.0
acunaro01,2025,1,ATL,NL,95,338,74,98,12,1,21,42.0,9.0,1.0,71,102.0,4.0,3.0,0.0,0.0,5.0,3.0
adamewi01,2020,1,TBA,AL,54,185,29,48,15,1,8,23.0,2.0,1.0,20,74.0,0.0,0.0,0.0,0.0,4.0,1.8
adamewi01,2021,1,TBA,AL,41,132,16,26,6,1,5,15.0,1.0,2.0,10,51.0,0.0,0.0,0.0,0.0,1.0,0.7
adamewi01,2021,2,MIL,NL,99,365,61,104,26,0,20,58.0,4.0,2.0,47,105.0,1.0,0.0,0.0,1.0,8.0,3.6
adamewi01,2022,1,MIL,NL,139,563,83,134,31,0,31,98.0,8.0,3.0,49,166.0,3.0,1.0,0.0,4.0,11.0,4.3
adamewi01,2023,1,MIL,NL,149,553,73,120,29,2,24,80.0,5.0,3.0,71,165.0,1.0,6.0,0.0,6.0,12.0,2.9
adamewi01,2024,1,MIL,NL,161,610,93,153,33,0,32,112.0,21.0,4.0,74,173.0,3.0,1.0,0.0,3.0,12.0,3.2
adamewi01,2025,1,SFN,NL,160,591,94,133,22,2,30,87.0,12.0,4.0,80,179.0,2.0,5.0,0.0,9.0,9.0,3.7
adamsau02,2020,1,SDN,NL,3,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
adamsjo03,2023,1,LAA,AL,17,39,1,5,0,0,0,1.0,1.0,2.0,0,16.0,0.0,0.0,0.0,1.0,0.0,-0.7
adamsjo03,2024,1,LAA,AL,11,35,4,8,0,0,1,4.0,2.0,0.0,3,12.0,0.0,0.0,0.0,0.0,1.0,-0.2
adamsjo03,2025,1,BAL,AL,10,5,1,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,-0.1
adamsma01,2020,1,ATL,NL,16,49,4,9,2,0,2,9.0,0.0,0.0,2,18.0,0.0,0.0,0.0,0.0,3.0,-0.4
adamsma01,2021,1,COL,NL,22,36,3,6,1,0,0,2.0,0.0,0.0,4,9.0,1.0,0.0,0.0,0.0,1.0,-0.3
adamsri03,2021,1,TOR,AL,12,28,2,3,2,0,0,0.0,0.0,0.0,2,12.0,0.0,0.0,0.0,0.0,1.0,-0.4
adamsri03,2021,2,WAS,NL,35,71,11,19,6,1,2,10.0,0.0,0.0,13,28.0,0.0,6.0,0.0,0.0,1.0,0.9
adamsri03,2022,1,WAS,NL,48,142,14,25,4,0,5,10.0,0.0,1.0,12,46.0,0.0,1.0,0.0,0.0,2.0,0.0
adamsri03,2023,1,WAS,NL,44,143,8,39,13,2,4,21.0,0.0,0.0,11,45.0,0.0,2.0,1.0,1.0,5.0,1.1
adamsri03,2024,1,WAS,NL,41,116,10,26,5,1,2,8.0,1.0,0.0,10,35.0,1.0,2.0,0.0,2.0,4.0,0.2
adamsri03,2025,1,WAS,NL,83,263,29,49,8,0,8,24.0,1.0,0.0,18,110.0,0.0,5.0,0.0,0.0,6.0,0.4
adelljo01,2020,1,LAA,AL,38,124,9,20,4,0,3,7.0,0.0,1.0,7,55.0,0.0,1.0,0.0,0.0,3.0,-1.4
adelljo01,2021,1,LAA,AL,35,130,17,32,5,2,4,26.0,2.0,1.0,8,32.0,0.0,1.0,1.0,0.0,3.0,0.2
adelljo01,2022,1,LAA,AL,88,268,22,60,12,2,8,27.0,4.0,2.0,11,107.0,0.0,4.0,0.0,1.0,6.0,-0.7
adelljo01,2023,1,LAA,AL,16,58,7,12,3,1,3,6.0,1.0,0.0,4,25.0,0.0,0.0,0.0,0.0,1.0,0.3
adelljo01,2024,1,LAA,AL,130,405,54,84,15,2,20,62.0,15.0,10.0,35,126.0,1.0,7.0,0.0,3.0,9.0,0.8
adelljo01,2025,1,LAA,AL,152,526,63,124,18,1,37,98.0,5.0,1.0,33,151.0,0.0,10.0,0.0,1.0,10.0,1.2
adonjo01,2021,1,WAS,NL,1,2,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
adriaeh01,2020,1,MIN,AL,44,89,10,17,7,0,0,3.0,1.0,0.0,11,23.0,0.0,1.0,0.0,0.0,3.0,0.2
adriaeh01,2021,1,ATL,NL,109,182,32,45,9,2,5,28.0,0.0,0.0,21,42.0,0.0,2.0,1.0,3.0,4.0,0.5
adriaeh01,2022,1,WAS,NL,31,84,5,15,2,0,0,7.0,1.0,0.0,8,22.0,0.0,1.0,0.0,1.0,2.0,-0.5
adriaeh01,2022,2,ATL,NL,6,13,3,2,1,0,0,0.0,0.0,0.0,3,3.0,0.0,0.0,0.0,0.0,0.0,0.1
adriaeh01,2023,1,ATL,NL,5,10,0,0,0,0,0,0.0,0.0,0.0,1,4.0,0.0,0.0,0.0,0.0,0.0,-0.3
adriaeh01,2024,1,LAA,AL,8,26,4,5,1,0,1,2.0,0.0,0.0,2,11.0,0.0,0.0,0.0,0.0,1.0,0.1
aguilje01,2020,1,MIA,NL,51,188,31,52,10,0,8,34.0,0.0,1.0,23,40.0,0.0,1.0,0.0,4.0,5.0,0.5
aguilje01,2021,1,MIA,NL,131,449,49,117,23,0,22,93.0,0.0,0.0,46,93.0,4.0,3.0,0.0,7.0,11.0,1.3
aguilje01,2022,1,MIA,NL,113,415,37,98,18,0,15,49.0,1.0,0.0,27,106.0,1.0,4.0,0.0,5.0,8.0,-0.7
aguilje01,2022,2,BAL,AL,16,49,2,11,1,0,1,2.0,0.0,0.0,1,13.0,0.0,0.0,0.0,0.0,0.0,-0.3
aguilje01,2023,1,OAK,AL,36,104,8,23,2,0,5,9.0,0.0,0.0,8,31.0,2.0,1.0,0.0,1.0,3.0,-0.6
aguilry01,2022,1,LAA,AL,7,22,2,3,1,0,0,2.0,0.0,0.0,2,14.0,0.0,1.0,0.0,1.0,0.0,-0.3
ahmedni01,2020,1,ARI,NL,57,199,29,53,10,1,5,29.0,4.0,0.0,18,46.0,0.0,0.0,0.0,0.0,3.0,1.6
ahmedni01,2021,1,ARI,NL,129,434,46,96,30,3,5,38.0,7.0,2.0,34,104.0,3.0,2.0,2.0,1.0,9.0,0.8
ahmedni01,2022,1,ARI,NL,17,52,7,12,2,0,3,7.0,0.0,1.0,2,15.0,0.0,0.0,0.0,0.0,2.0,-0.1
ahmedni01,2023,1,ARI,NL,72,198,14,42,10,1,2,17.0,5.0,1.0,12,52.0,0.0,0.0,0.0,0.0,0.0,-0.3
ahmedni01,2024,1,SFN,NL,52,155,13,36,6,1,1,15.0,1.0,1.0,10,35.0,0.0,1.0,3.0,3.0,6.0,-0.2
ahmedni01,2024,2,LAN,NL,17,48,6,11,0,0,1,2.0,1.0,0.0,1,14.0,0.0,0.0,0.0,0.0,0.0,-0.1
ahmedni01,2024,3,SDN,NL,2,7,1,1,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,-0.2
ahmedni01,2025,1,TEX,AL,5,9,1,0,0,0,0,0.0,1.0,0.0,1,3.0,0.0,0.0,0.0,0.0,1.0,0.1
akinke01,2021,1,BAL,AL,24,2,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
akiyash01,2020,1,CIN,NL,54,155,16,38,6,1,0,9.0,7.0,3.0,25,34.0,0.0,2.0,0.0,0.0,1.0,0.7
akiyash01,2021,1,CIN,NL,88,162,16,33,8,0,0,12.0,2.0,3.0,14,40.0,1.0,4.0,1.0,1.0,1.0,-0.9
alanirj01,2021,1,CIN,NL,3,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
alberha01,2020,1,BAL,AL,54,219,35,62,15,0,3,22.0,3.0,0.0,5,30.0,0.0,3.0,2.0,2.0,6.0,0.7
alberha01,2021,1,KCA,AL,103,241,25,65,20,3,2,24.0,3.0,1.0,4,26.0,0.0,4.0,4.0,2.0,1.0,0.6
alberha01,2022,1,LAN,NL,73,156,13,38,9,2,2,15.0,0.0,1.0,3,25.0,0.0,0.0,0.0,0.0,7.0,0.0
alberha01,2023,1,CHA,AL,30,82,11,18,5,0,3,16.0,0.0,0.0,4,13.0,0.0,1.0,2.0,1.0,1.0,0.3
albieoz01,2020,1,ATL,NL,29,118,21,32,5,0,6,19.0,3.0,1.0,5,30.0,0.0,1.0,0.0,0.0,0.0,0.8
albieoz01,2021,1,ATL,NL,156,629,103,163,40,7,30,106.0,20.0,4.0,47,128.0,2.0,3.0,0.0,7.0,4.0,3.8
albieoz01,2022,1,ATL,NL,64,247,36,61,16,0,8,35.0,3.0,5.0,16,47.0,0.0,2.0,0.0,4.0,0.0,0.8
albieoz01,2023,1,ATL,NL,148,596,96,167,30,5,33,109.0,13.0,1.0,46,107.0,2.0,8.0,0.0,8.0,9.0,5.0
albieoz01,2024,1,ATL,NL,99,399,52,100,29,1,10,53.0,8.0,1.0,27,65.0,0.0,5.0,0.0,4.0,6.0,1.6
albieoz01,2025,1,ATL,NL,157,603,74,145,23,2,16,74.0,14.0,3.0,55,94.0,2.0,4.0,0.0,5.0,9.0,2.1
alcanke01,2024,1,CHN,NL,3,10,1,1,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,-0.2
alcanke01,2025,1,CHN,NL,10,11,2,4,0,0,0,1.0,1.0,0.0,1,4.0,0.0,0.0,0.0,0.0,0.0,0.1
alcansa01,2021,1,MIA,NL,33,58,0,2,1,0,0,0.0,0.0,0.0,3,45.0,0.0,1.0,2.0,0.0,0.0,-0.3
alcanse01,2020,1,DET,AL,10,21,2,3,0,1,1,1.0,0.0,0.0,2,4.0,0.0,0.0,0.0,0.0,0.0,-0.3
alcanse01,2021,1,CHN,NL,89,220,30,45,6,3,5,17.0,3.0,0.0,30,74.0,2.0,2.0,1.0,2.0,3.0,0.4
alcanse01,2022,1,ARI,NL,23,53,6,10,2,1,1,7.0,0.0,0.0,1,13.0,0.0,0.0,1.0,1.0,1.0,0.1
alcanse01,2022,2,SDN,NL,22,35,3,4,0,0,0,3.0,0.0,2.0,2,12.0,0.0,0.0,0.0,1.0,0.0,-0.2
alcanse01,2022,3,ARI,NL,48,117,17,31,6,0,5,19.0,1.0,0.0,9,32.0,0.0,1.0,1.0,2.0,5.0,0.1
alcanse01,2025,1,SFN,NL,1,4,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,-0.1
alexabl01,2024,1,ARI,NL,61,166,19,41,7,0,3,21.0,3.0,1.0,15,49.0,0.0,3.0,1.0,0.0,1.0,0.0
alexabl01,2025,1,ARI,NL,74,230,31,53,12,1,7,28.0,4.0,6.0,22,86.0,0.0,10.0,3.0,1.0,5.0,1.7
alexacj01,2024,1,KCA,AL,4,8,0,1,0,0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,-0.2
alexacj01,2025,1,ATH,AL,6,17,0,3,0,0,0,0.0,0.0,0.0,0,8.0,0.0,0.0,0.0,0.0,0.0,-0.2
alexaty01,2021,1,DET,AL,41,2,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
alexaty01,2025,2,CHA,AL,31,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alfarjo01,2020,1,MIA,NL,31,93,12,21,2,0,3,16.0,2.0,0.0,4,36.0,1.0,3.0,0.0,0.0,2.0,-0.4
alfarjo01,2021,1,MIA,NL,92,295,22,72,15,1,4,30.0,8.0,1.0,11,99.0,0.0,5.0,0.0,0.0,8.0,-0.5
alfarjo01,2022,1,SDN,NL,82,256,25,63,14,0,7,40.0,1.0,0.0,11,98.0,0.0,4.0,0.0,3.0,5.0,0.8
alfarjo01,2023,1,COL,NL,10,31,2,5,4,0,1,4.0,0.0,0.0,0,12.0,0.0,1.0,0.0,0.0,2.0,-0.4
alfarjo01,2023,2,BOS,AL,8,17,0,2,0,0,0,0.0,0.0,0.0,2,3.0,0.0,1.0,0.0,0.0,1.0,-0.1
alfarjo01,2025,1,WAS,NL,14,39,3,10,2,0,0,3.0,1.0,0.0,0,14.0,0.0,0.0,0.0,0.0,0.0,-0.3
alforan01,2020,1,TOR,AL,13,16,3,3,0,0,1,3.0,3.0,0.0,0,7.0,0.0,0.0,0.0,0.0,0.0,-0.2
alforan01,2020,2,PIT,NL,5,12,2,3,0,1,1,4.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,-0.1
alforan01,2021,1,PIT,NL,49,133,14,31,6,1,5,11.0,5.0,6.0,12,58.0,1.0,3.0,0.0,0.0,4.0,0.2
alforan01,2022,1,PIT,NL,2,4,0,1,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
allarko01,2021,1,TEX,AL,32,2,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
allenau01,2020,1,OAK,AL,14,31,1,6,1,0,1,3.0,0.0,0.0,1,14.0,0.0,0.0,0.0,0.0,0.0,-0.2
allenau01,2021,1,OAK,AL,4,8,2,2,0,0,1,1.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.2
allenau01,2022,1,OAK,AL,5,14,1,1,0,0,0,0.0,0.0,0.0,1,9.0,0.0,1.0,0.0,0.0,1.0,0.0
allengr01,2020,1,CLE,AL,15,25,3,4,1,0,1,4.0,1.0,0.0,1,9.0,0.0,1.0,0.0,1.0,0.0,0.0
allengr01,2020,2,SDN,NL,1,1,1,0,0,0,0,0.0,1.0,0.0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.1
allengr01,2021,1,NYA,AL,15,37,9,10,4,1,0,2.0,5.0,0.0,5,13.0,0.0,5.0,0.0,1.0,0.0,0.5
allengr01,2022,1,PIT,NL,46,118,17,22,4,0,2,8.0,8.0,2.0,10,42.0,0.0,2.0,3.0,1.0,2.0,0.1
allengr01,2023,1,NYA,AL,22,23,6,5,1,1,1,1.0,3.0,1.0,2,10.0,0.0,2.0,1.0,0.0,0.0,0.0
allengr01,2025,1,BAL,AL,7,14,1,0,0,0,0,0.0,0.0,1.0,0,5.0,0.0,0.0,0.0,0.0,2.0,-0.4
allenlo01,2021,1,CLE,AL,14,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
allenni02,2022,1,OAK,AL,100,299,31,62,13,0,4,19.0,3.0,2.0,19,64.0,0.0,1.0,6.0,1.0,5.0,1.1
allenni02,2023,1,OAK,AL,106,303,29,67,4,2,4,20.0,5.0,1.0,17,52.0,0.0,1.0,6.0,2.0,8.0,0.2
allenni02,2024,1,OAK,AL,41,97,6,17,4,0,1,4.0,0.0,0.0,5,20.0,0.0,0.0,3.0,0.0,0.0,0.2
allenni02,2025,1,ATL,NL,135,371,32,82,11,0,0,22.0,8.0,7.0,31,99.0,0.0,3.0,8.0,3.0,8.0,0.6
almonab01,2020,1,SDN,NL,7,11,0,1,0,0,0,0.0,1.0,1.0,2,4.0,0.0,0.0,0.0,0.0,0.0,-0.2
almonab01,2021,1,ATL,NL,64,148,20,32,12,0,5,19.0,1.0,1.0,26,38.0,0.0,0.0,0.0,1.0,2.0,-0.7
almonab01,2022,1,BOS,AL,15,35,7,9,2,0,1,2.0,1.0,0.0,1,12.0,0.0,1.0,0.0,0.0,1.0,0.0
almonab01,2023,1,NYN,NL,8,15,1,1,1,0,0,0.0,0.0,0.0,1,8.0,0.0,0.0,0.0,0.0,0.0,-0.3
almonye01,2021,1,COL,NL,48,3,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
almoral01,2020,1,CHN,NL,28,30,4,5,1,0,0,1.0,0.0,0.0,3,9.0,0.0,1.0,0.0,0.0,0.0,-0.1
almoral01,2021,1,NYN,NL,47,52,3,6,3,0,0,0.0,0.0,0.0,2,17.0,0.0,0.0,0.0,0.0,1.0,-0.7
almoral01,2022,1,CIN,NL,64,215,26,48,10,1,5,29.0,3.0,2.0,17,46.0,0.0,1.0,1.0,1.0,9.0,0.6
alonspe01,2020,1,NYN,NL,57,208,31,48,6,0,16,35.0,1.0,0.0,24,61.0,4.0,6.0,0.0,1.0,4.0,0.1
alonspe01,2021,1,NYN,NL,152,561,81,147,27,3,37,94.0,3.0,0.0,60,127.0,6.0,12.0,0.0,4.0,20.0,4.1
alonspe01,2022,1,NYN,NL,160,597,95,162,27,0,40,131.0,5.0,1.0,67,128.0,16.0,12.0,0.0,9.0,17.0,4.4
alonspe01,2023,1,NYN,NL,153,568,92,123,21,2,46,118.0,4.0,1.0,65,151.0,6.0,21.0,0.0,4.0,17.0,3.3
alonspe01,2024,1,NYN,NL,162,608,91,146,31,0,34,88.0,3.0,0.0,70,172.0,4.0,13.0,0.0,4.0,14.0,2.5
alonspe01,2025,1,NYN,NL,162,624,87,170,41,1,38,126.0,1.0,2.0,61,162.0,5.0,15.0,0.0,9.0,23.0,3.4
altuvjo01,2020,1,HOU,AL,48,192,32,42,9,0,5,18.0,2.0,3.0,17,39.0,0.0,1.0,0.0,0.0,5.0,-0.3
altuvjo01,2021,1,HOU,AL,146,601,117,167,32,1,31,83.0,5.0,3.0,66,91.0,3.0,4.0,1.0,6.0,9.0,4.5
altuvjo01,2022,1,HOU,AL,141,527,103,158,39,0,28,57.0,18.0,1.0,66,87.0,2.0,10.0,0.0,1.0,13.0,5.2
altuvjo01,2023,1,HOU,AL,89,360,76,112,21,2,17,51.0,14.0,2.0,44,71.0,0.0,5.0,0.0,1.0,9.0,2.8
altuvjo01,2024,1,HOU,AL,153,628,94,185,31,0,20,65.0,22.0,7.0,47,119.0,2.0,7.0,0.0,0.0,15.0,3.2
altuvjo01,2025,1,HOU,AL,155,588,80,156,24,1,26,77.0,10.0,6.0,55,109.0,5.0,4.0,1.0,6.0,20.0,0.5
aluja01,2023,1,WAS,NL,51,159,14,36,2,1,2,16.0,5.0,1.0,10,42.0,0.0,3.0,1.0,2.0,2.0,-0.1
alvarar01,2024,1,OAK,AL,16,37,7,9,1,0,0,2.0,1.0,0.0,2,8.0,0.0,0.0,0.0,0.0,1.0,-0.4
alvared01,2020,1,MIA,NL,12,37,6,7,1,0,0,2.0,2.0,0.0,3,16.0,0.0,1.0,0.0,0.0,0.0,0.0
alvared01,2021,1,MIA,NL,24,64,8,12,4,1,1,6.0,1.0,0.0,4,18.0,1.0,6.0,0.0,0.0,2.0,0.1
alvared01,2022,1,LAN,NL,14,25,1,4,0,0,0,3.0,1.0,0.0,0,9.0,0.0,0.0,1.0,1.0,1.0,-0.5
alvared01,2024,1,NYN,NL,13,9,2,0,0,0,0,0.0,0.0,0.0,1,2.0,0.0,1.0,0.0,0.0,0.0,0.1
alvarfr01,2022,1,NYN,NL,5,12,3,2,1,0,1,1.0,0.0,0.0,2,4.0,0.0,0.0,0.0,0.0,1.0,0.0
alvarfr01,2023,1,NYN,NL,123,382,51,80,12,0,25,63.0,2.0,0.0,34,110.0,0.0,6.0,0.0,1.0,14.0,1.0
alvarfr01,2024,1,NYN,NL,100,308,39,73,14,2,11,47.0,1.0,1.0,30,86.0,0.0,2.0,0.0,2.0,7.0,0.8
alvarfr01,2025,1,NYN,NL,76,246,32,63,12,1,11,32.0,0.0,0.0,27,73.0,0.0,4.0,0.0,0.0,6.0,1.9
alvarjo02,2021,1,SFN,NL,67,2,1,0,0,0,0,0.0,0.0,0.0,2,2.0,0.0,0.0,1.0,0.0,0.0,0.1
alvarjo03,2022,1,PHI,NL,59,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
alvarna01,2024,1,ATL,NL,8,30,1,3,0,0,0,0.0,0.0,0.0,0,10.0,0.0,2.0,0.0,0.0,1.0,-0.5
alvarna01,2025,1,ATL,NL,58,188,18,44,12,0,2,15.0,0.0,0.0,12,49.0,0.0,5.0,2.0,1.0,1.0,0.8
alvaryo01,2020,1,HOU,AL,2,8,2,2,0,0,1,4.0,0.0,0.0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.1
alvaryo01,2021,1,HOU,AL,144,537,92,149,35,1,33,104.0,1.0,0.0,50,145.0,3.0,8.0,0.0,3.0,16.0,3.1
alvaryo01,2022,1,HOU,AL,135,470,95,144,29,2,37,97.0,1.0,1.0,78,106.0,9.0,6.0,0.0,7.0,12.0,6.8
alvaryo01,2023,1,HOU,AL,114,410,77,120,24,1,31,97.0,0.0,0.0,69,92.0,5.0,13.0,0.0,4.0,7.0,4.5
alvaryo01,2024,1,HOU,AL,147,552,88,170,34,2,35,86.0,6.0,0.0,69,95.0,16.0,10.0,0.0,4.0,14.0,5.2
alvaryo01,2025,1,HOU,AL,48,165,17,45,8,0,6,27.0,1.0,1.0,28,33.0,5.0,0.0,0.0,6.0,1.0,0.7
alzolad01,2021,1,CHN,NL,30,31,1,2,1,0,0,0.0,0.0,0.0,1,13.0,0.0,0.0,1.0,0.0,1.0,-0.2
amadoad01,2024,1,COL,NL,10,35,1,6,1,0,0,0.0,1.0,0.0,1,6.0,0.0,0.0,0.0,0.0,1.0,-0.4
amadoad01,2025,1,COL,NL,41,113,5,20,7,0,1,10.0,1.0,1.0,11,27.0,0.0,1.0,3.0,0.0,2.0,-1.2
amayaja01,2023,1,MIA,NL,4,9,1,2,0,0,0,2.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
amayaja01,2024,1,HOU,AL,1,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amayaja01,2024,2,CHA,AL,23,67,4,12,1,0,0,3.0,1.0,0.0,4,28.0,0.0,0.0,0.0,0.0,3.0,0.0
amayaja01,2025,1,CHA,AL,37,66,7,7,1,0,0,8.0,2.0,0.0,3,16.0,0.0,0.0,1.0,3.0,1.0,-1.0
amayami01,2023,1,CHN,NL,53,131,17,28,4,0,5,18.0,0.0,0.0,12,40.0,0.0,11.0,1.0,1.0,2.0,0.3
amayami01,2024,1,CHN,NL,117,328,32,76,13,2,8,47.0,0.0,0.0,23,62.0,0.0,4.0,5.0,3.0,5.0,2.0
amayami01,2025,1,CHN,NL,28,96,14,27,9,0,4,25.0,0.0,0.0,4,22.0,0.0,1.0,1.0,1.0,0.0,1.1
amburtr01,2021,1,NYA,AL,2,4,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,1.0,-0.1
anderbr04,2021,1,MIL,NL,24,28,2,0,0,0,0,1.0,0.0,0.0,4,14.0,0.0,0.0,2.0,0.0,3.0,-0.2
anderbr06,2020,1,MIA,NL,59,200,27,51,7,1,11,38.0,0.0,0.0,22,66.0,1.0,6.0,0.0,1.0,2.0,1.8
anderbr06,2021,1,MIA,NL,67,233,24,58,9,0,7,28.0,5.0,0.0,26,65.0,2.0,5.0,0.0,0.0,4.0,1.2
anderbr06,2022,1,MIA,NL,98,338,43,75,16,1,8,28.0,1.0,0.0,37,101.0,2.0,7.0,0.0,1.0,7.0,0.4
anderbr06,2023,1,MIL,NL,96,318,38,72,12,3,9,40.0,1.0,3.0,36,108.0,0.0,4.0,0.0,3.0,10.0,0.5
anderbr06,2024,1,ATL,NL,3,5,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,1.0,-0.2
anderch01,2021,1,PHI,NL,14,11,0,0,0,0,0,0.0,0.0,0.0,0,6.0,0.0,0.0,3.0,0.0,0.0,-0.2
anderia01,2021,1,ATL,NL,24,37,0,2,1,0,0,0.0,0.0,0.0,1,29.0,0.0,0.0,3.0,0.0,0.0,-0.2
anderta01,2021,1,PIT,NL,1,2,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,-0.1
anderti01,2020,1,CHA,AL,49,208,45,67,11,1,10,21.0,5.0,2.0,10,50.0,0.0,2.0,0.0,1.0,4.0,2.5
anderti01,2021,1,CHA,AL,123,527,94,163,29,2,17,61.0,18.0,7.0,22,119.0,1.0,1.0,0.0,1.0,5.0,4.5
anderti01,2022,1,CHA,AL,79,332,50,100,13,0,6,25.0,13.0,0.0,14,55.0,1.0,5.0,0.0,0.0,10.0,1.3
anderti01,2023,1,CHA,AL,123,493,52,121,18,2,1,25.0,13.0,2.0,26,122.0,0.0,3.0,0.0,2.0,15.0,-1.8
